"subject","list","block_order","starting_lang","lang_switch","item_number","label","cs","word_order","condition","mlwo","mlwo_condition","cwh","cwh_condition","adj_type","word_number","word","tokenized_word","rt","word_surprisal","word_length","rt_by_length","response","continue","exit","verb","sentence","total_surprisal","subj_mean_rt","subj_sd_rt","rt_upperbound","eng_prof","span_prof","cs_own_speech","med_split_span_prof","centered_span_prof"
"1",1,"EngSpan","English","English --> English",155,"eng6i","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",4,"a"," a",414,4.0854,1,414,"Go","continue","no","cooks","Mrs. Harris cooks a chicken white in the pan.",59.34942905,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",155,"eng6i","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",5,"chicken"," chicken",959,4.933166,7,137,"Go","continue","no","cooks","Mrs. Harris cooks a chicken white in the pan.",59.34942905,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",155,"eng6i","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",6,"white"," white",739,15.125753,5,147.8,"Go","continue","no","cooks","Mrs. Harris cooks a chicken white in the pan.",59.34942905,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",155,"eng6i","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",7,"in"," in",947,5.44135,2,473.5,"Go","continue","no","cooks","Mrs. Harris cooks a chicken white in the pan.",59.34942905,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",155,"eng6i","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",8,"the"," the",421,0.9717699,3,140.3333333,"Go","continue","no","cooks","Mrs. Harris cooks a chicken white in the pan.",59.34942905,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",161,"eng7n","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Mandatory",1,"The",NA,652,NA,3,217.3333333,"Go","continue","no","bakes","The host bakes the German cazuela en la tarde.",NA,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",161,"eng7n","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Mandatory",2,"host"," host",451,8.45614,4,112.75,"Go","continue","no","bakes","The host bakes the German cazuela en la tarde.",78.91233721,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",161,"eng7n","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Mandatory",3,"bakes"," b_akes",620,14.166,5,124,"Go","continue","no","bakes","The host bakes the German cazuela en la tarde.",78.91233721,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",161,"eng7n","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Mandatory",4,"the"," the",921,1.875282,3,307,"Go","continue","no","bakes","The host bakes the German cazuela en la tarde.",78.91233721,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",161,"eng7n","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Mandatory",5,"German"," German",377,11.678985,6,62.83333333,"Go","continue","no","bakes","The host bakes the German cazuela en la tarde.",78.91233721,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",161,"eng7n","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Mandatory",6,"cazuela"," c_az_uel_a",645,19.25939312,7,92.14285714,"Go","continue","no","bakes","The host bakes the German cazuela en la tarde.",78.91233721,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",161,"eng7n","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Mandatory",7,"en"," en",991,11.265968,2,495.5,"Go","continue","no","bakes","The host bakes the German cazuela en la tarde.",78.91233721,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",161,"eng7n","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Mandatory",8,"la"," la",447,2.843565,2,223.5,"Go","continue","no","bakes","The host bakes the German cazuela en la tarde.",78.91233721,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",152,"eng5t","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",1,"The",NA,505,NA,3,168.3333333,"Go","continue","no","spills","The waiter spills a yellow soup on the customer.",NA,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",152,"eng5t","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",2,"waiter"," waiter",390,10.519277,6,65,"Go","continue","no","spills","The waiter spills a yellow soup on the customer.",45.9628522,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",152,"eng5t","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",3,"spills"," spills",597,9.758467,6,99.5,"Go","continue","no","spills","The waiter spills a yellow soup on the customer.",45.9628522,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",152,"eng5t","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",4,"a"," a",490,1.2337024,1,490,"Go","continue","no","spills","The waiter spills a yellow soup on the customer.",45.9628522,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",152,"eng5t","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",5,"yellow"," yellow",506,12.473188,6,84.33333333,"Go","continue","no","spills","The waiter spills a yellow soup on the customer.",45.9628522,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",152,"eng5t","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",6,"soup"," soup",430,4.8052964,4,107.5,"Go","continue","no","spills","The waiter spills a yellow soup on the customer.",45.9628522,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",152,"eng5t","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",7,"on"," on",482,1.4075812,2,241,"Go","continue","no","spills","The waiter spills a yellow soup on the customer.",45.9628522,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",152,"eng5t","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",8,"the"," the",448,0.8516544,3,149.3333333,"Go","continue","no","spills","The waiter spills a yellow soup on the customer.",45.9628522,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",166,"eng8o","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Preferred",1,"A",NA,599,NA,1,599,"Go","continue","no","swallows","A patient swallows a pill blanca en la oficina.",NA,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",166,"eng8o","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Preferred",2,"patient"," patient",243,9.587609,7,34.71428571,"Go","continue","no","swallows","A patient swallows a pill blanca en la oficina.",64.01896316,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",166,"eng8o","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Preferred",3,"swallows"," swall_ows",745,9.381281343,8,93.125,"Go","continue","no","swallows","A patient swallows a pill blanca en la oficina.",64.01896316,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",166,"eng8o","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Preferred",4,"a"," a",253,0.44541997,1,253,"Go","continue","no","swallows","A patient swallows a pill blanca en la oficina.",64.01896316,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",166,"eng8o","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Preferred",5,"pill"," pill",406,0.87131006,4,101.5,"Go","continue","no","swallows","A patient swallows a pill blanca en la oficina.",64.01896316,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",166,"eng8o","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Preferred",6,"blanca"," bl_anca",667,23.711225,6,111.1666667,"Go","continue","no","swallows","A patient swallows a pill blanca en la oficina.",64.01896316,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",166,"eng8o","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Preferred",7,"en"," en",405,9.914101,2,202.5,"Go","continue","no","swallows","A patient swallows a pill blanca en la oficina.",64.01896316,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",166,"eng8o","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Preferred",8,"la"," la",350,1.6675013,2,175,"Go","continue","no","swallows","A patient swallows a pill blanca en la oficina.",64.01896316,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",154,"eng6e","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",1,"Mr",".",692,0.40551683,2,346,"Go","continue","no","chews","Mr. Muñoz chews the gum green during the lunch.",64.86604314,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",154,"eng6e","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",2,"Muñoz"," Mu_ñ_oz",145,10.73563424,5,29,"Go","continue","no","chews","Mr. Muñoz chews the gum green during the lunch.",64.86604314,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",154,"eng6e","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",3,"chews"," che_ws",462,14.9058465,5,92.4,"Go","continue","no","chews","Mr. Muñoz chews the gum green during the lunch.",64.86604314,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",154,"eng6e","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",4,"the"," the",548,3.7919006,3,182.6666667,"Go","continue","no","chews","Mr. Muñoz chews the gum green during the lunch.",64.86604314,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",154,"eng6e","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",5,"gum"," gum",281,0.93118167,3,93.66666667,"Go","continue","no","chews","Mr. Muñoz chews the gum green during the lunch.",64.86604314,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",154,"eng6e","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",6,"green"," green",682,13.821993,5,136.4,"Go","continue","no","chews","Mr. Muñoz chews the gum green during the lunch.",64.86604314,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",154,"eng6e","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",7,"during"," during",914,12.9922695,6,152.3333333,"Go","continue","no","chews","Mr. Muñoz chews the gum green during the lunch.",64.86604314,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",158,"eng7b","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Preferred",1,"A",NA,931,NA,1,931,"Go","continue","no","drinks","A doctor drinks the red vino en la acogida.",NA,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",158,"eng7b","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Preferred",2,"doctor"," doctor",308,9.285589,6,51.33333333,"Go","continue","no","drinks","A doctor drinks the red vino en la acogida.",78.6063731,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",158,"eng7b","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Preferred",3,"drinks"," drinks",697,12.113591,6,116.1666667,"Go","continue","no","drinks","A doctor drinks the red vino en la acogida.",78.6063731,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",158,"eng7b","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Preferred",4,"the"," the",295,3.8553894,3,98.33333333,"Go","continue","no","drinks","A doctor drinks the red vino en la acogida.",78.6063731,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",158,"eng7b","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Preferred",5,"red"," red",703,6.104998,3,234.3333333,"Go","continue","no","drinks","A doctor drinks the red vino en la acogida.",78.6063731,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",158,"eng7b","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Preferred",6,"vino"," v_ino",288,13.9287625,4,72,"Go","continue","no","drinks","A doctor drinks the red vino en la acogida.",78.6063731,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",158,"eng7b","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Preferred",7,"en"," en",748,13.865952,2,374,"Go","continue","no","drinks","A doctor drinks the red vino en la acogida.",78.6063731,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",158,"eng7b","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","CWH","CS_CWH","Preferred",8,"la"," la",806,1.6335412,2,403,"Go","continue","no","drinks","A doctor drinks the red vino en la acogida.",78.6063731,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",150,"eng5l","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",1,"The",NA,314,NA,3,104.6666667,"Go","continue","no","sips","The boss sips the green juice in the meeting.",NA,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",150,"eng5l","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",2,"boss"," boss",345,9.745257,4,86.25,"Go","continue","no","sips","The boss sips the green juice in the meeting.",51.3131766,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",150,"eng5l","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",3,"sips"," s_ips",314,13.0285284,4,78.5,"Go","continue","no","sips","The boss sips the green juice in the meeting.",51.3131766,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",150,"eng5l","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",4,"the"," the",612,3.7043185,3,204,"Go","continue","no","sips","The boss sips the green juice in the meeting.",51.3131766,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",150,"eng5l","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",5,"green"," green",74,6.4132276,5,14.8,"Go","continue","no","sips","The boss sips the green juice in the meeting.",51.3131766,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",150,"eng5l","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",6,"juice"," juice",1134,3.7664742,5,226.8,"Go","continue","no","sips","The boss sips the green juice in the meeting.",51.3131766,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",150,"eng5l","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",7,"in"," in",345,5.823452,2,172.5,"Go","continue","no","sips","The boss sips the green juice in the meeting.",51.3131766,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",150,"eng5l","noCS","AdjN","noCS_AdjN","MLWO","noCS_MLWO","CWH","noCS_CWH","Preferred",8,"the"," the",441,1.7231414,3,147,"Go","continue","no","sips","The boss sips the green juice in the meeting.",51.3131766,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",165,"eng8k","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Mandatory",1,"A",NA,506,NA,1,506,"Go","continue","no","dances","A cousin dances a waltz aleman en la boda.",NA,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",165,"eng8k","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Mandatory",2,"cousin"," cousin",317,10.58048,6,52.83333333,"Go","continue","no","dances","A cousin dances a waltz aleman en la boda.",73.82760276,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",165,"eng8k","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Mandatory",3,"dances"," dances",389,12.997824,6,64.83333333,"Go","continue","no","dances","A cousin dances a waltz aleman en la boda.",73.82760276,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",165,"eng8k","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Mandatory",4,"a"," a",477,4.8672404,1,477,"Go","continue","no","dances","A cousin dances a waltz aleman en la boda.",73.82760276,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",165,"eng8k","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Mandatory",5,"waltz"," w_alt_z",374,3.182476987,5,74.8,"Go","continue","no","dances","A cousin dances a waltz aleman en la boda.",73.82760276,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",165,"eng8k","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Mandatory",6,"aleman"," ale_man",432,23.22542852,6,72,"Go","continue","no","dances","A cousin dances a waltz aleman en la boda.",73.82760276,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",165,"eng8k","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Mandatory",7,"en"," en",529,13.035987,2,264.5,"Go","continue","no","dances","A cousin dances a waltz aleman en la boda.",73.82760276,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> Spanish",165,"eng8k","CS","NAdj","CS_NAdj","notMLWO","CS_notMLWO","notCWH","CS_notCWH","Mandatory",8,"la"," la",474,0.7760041,2,237,"Stop","no","exit","dances","A cousin dances a waltz aleman en la boda.",73.82760276,605.4,388.3426864,1165.028059,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",157,"eng6q","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",1,"A",NA,679,NA,1,679,"Go","continue","no","fries","A wife fries the meat red with the herbs.",NA,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",157,"eng6q","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",2,"wife"," wife",342,10.315573,4,85.5,"Go","continue","no","fries","A wife fries the meat red with the herbs.",64.4417934,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",157,"eng6q","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",3,"fries"," fries",727,14.442875,5,145.4,"Go","continue","no","fries","A wife fries the meat red with the herbs.",64.4417934,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",157,"eng6q","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",4,"the"," the",110,3.0437305,3,36.66666667,"Go","continue","no","fries","A wife fries the meat red with the herbs.",64.4417934,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
"1",1,"EngSpan","English","English --> English",157,"eng6q","noCS","NAdj","noCS_NAdj","notMLWO","noCS_notMLWO","notCWH","noCS_notCWH","Preferred",5,"meat"," meat",458,4.458407,4,114.5,"Go","continue","no","fries","A wife fries the meat red with the herbs.",64.4417934,494.5210526,255.8732463,767.619739,76.67,88.89,"Yes","high_proficiency",19.86785714
