"subject","list","block_order","starting_lang","lang_switch","item_number","label","cs","sensical","condition","word_number","word","rt","word_length","rt_by_length","response","continue","exit","verb","sentence","subj_mean_rt","subj_sd_rt","rt_upperbound","exclude","eng_prof","span_prof","cs_own_speech","med_split_span_prof","centered_span_prof"
"1","1","EngSpan","English","English --> English",131,"eng1m","noCS","sense","noCS_sense",6,"through",187,7,26.71428571,"Go","continue","no","flies","A pilot flies the plane through the sky.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",131,"eng1m","noCS","sense","noCS_sense",7,"the",383,3,127.6666667,"Go","continue","no","flies","A pilot flies the plane through the sky.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",131,"eng1m","noCS","sense","noCS_sense",8,"sky",632,3,210.6666667,"End","no","no","flies","A pilot flies the plane through the sky.",950.95,651.1257897,1953.377369,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",139,"eng3g","CS","sense","CS_sense",1,"A",256,1,256,"Go","continue","no","reads","A child reads a revista durante la clase.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",139,"eng3g","CS","sense","CS_sense",2,"child",766,5,153.2,"Go","continue","no","reads","A child reads a revista durante la clase.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",139,"eng3g","CS","sense","CS_sense",3,"reads",256,5,51.2,"Go","continue","no","reads","A child reads a revista durante la clase.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",139,"eng3g","CS","sense","CS_sense",4,"a",756,1,756,"Go","continue","no","reads","A child reads a revista durante la clase.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",139,"eng3g","CS","sense","CS_sense",5,"revista",235,7,33.57142857,"Go","continue","no","reads","A child reads a revista durante la clase.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",139,"eng3g","CS","sense","CS_sense",6,"durante",836,7,119.4285714,"Go","continue","no","reads","A child reads a revista durante la clase.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",139,"eng3g","CS","sense","CS_sense",7,"la",262,2,131,"Go","continue","no","reads","A child reads a revista durante la clase.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",139,"eng3g","CS","sense","CS_sense",8,"clase",689,5,137.8,"End","no","no","reads","A child reads a revista durante la clase.",950.95,651.1257897,1953.377369,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",136,"eng2n","noCS","nonsense","noCS_nonsense",1,"The",85,3,28.33333333,"Go","continue","no","bakes","The plumber bakes the pillow in the oven.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",136,"eng2n","noCS","nonsense","noCS_nonsense",2,"plumber",408,7,58.28571429,"Go","continue","no","bakes","The plumber bakes the pillow in the oven.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",136,"eng2n","noCS","nonsense","noCS_nonsense",3,"bakes",452,5,90.4,"Go","continue","no","bakes","The plumber bakes the pillow in the oven.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",136,"eng2n","noCS","nonsense","noCS_nonsense",4,"the",293,3,97.66666667,"Go","continue","no","bakes","The plumber bakes the pillow in the oven.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",136,"eng2n","noCS","nonsense","noCS_nonsense",5,"pillow",361,6,60.16666667,"Go","continue","no","bakes","The plumber bakes the pillow in the oven.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",136,"eng2n","noCS","nonsense","noCS_nonsense",6,"in",568,2,284,"Go","continue","no","bakes","The plumber bakes the pillow in the oven.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",136,"eng2n","noCS","nonsense","noCS_nonsense",7,"the",289,3,96.33333333,"Stop","no","exit","bakes","The plumber bakes the pillow in the oven.",605.4,388.3426864,1165.028059,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",136,"eng2n","noCS","nonsense","noCS_nonsense",8,"oven",NA,4,NA,NA,NA,NA,"bakes","The plumber bakes the pillow in the oven.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",146,"eng4p","CS","nonsense","CS_nonsense",1,"The",305,3,101.6666667,"Go","continue","no","consumes","The fox consumes a fondo en el charco.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",146,"eng4p","CS","nonsense","CS_nonsense",2,"fox",669,3,223,"Go","continue","no","consumes","The fox consumes a fondo en el charco.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",146,"eng4p","CS","nonsense","CS_nonsense",3,"consumes",280,8,35,"Go","continue","no","consumes","The fox consumes a fondo en el charco.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",146,"eng4p","CS","nonsense","CS_nonsense",4,"a",761,1,761,"Go","continue","no","consumes","The fox consumes a fondo en el charco.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",146,"eng4p","CS","nonsense","CS_nonsense",5,"fondo",358,5,71.6,"Go","continue","no","consumes","The fox consumes a fondo en el charco.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",146,"eng4p","CS","nonsense","CS_nonsense",6,"en",627,2,313.5,"Go","continue","no","consumes","The fox consumes a fondo en el charco.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",146,"eng4p","CS","nonsense","CS_nonsense",7,"el",261,2,130.5,"Go","continue","no","consumes","The fox consumes a fondo en el charco.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",146,"eng4p","CS","nonsense","CS_nonsense",8,"charco",721,6,120.1666667,"End","no","no","consumes","The fox consumes a fondo en el charco.",950.95,651.1257897,1953.377369,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",132,"eng1q","noCS","sense","noCS_sense",1,"A",255,1,255,"Go","continue","no","fries","A farmer fries the meat in the pan.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",132,"eng1q","noCS","sense","noCS_sense",2,"farmer",281,6,46.83333333,"Go","continue","no","fries","A farmer fries the meat in the pan.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",132,"eng1q","noCS","sense","noCS_sense",3,"fries",280,5,56,"Go","continue","no","fries","A farmer fries the meat in the pan.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",132,"eng1q","noCS","sense","noCS_sense",4,"the",292,3,97.33333333,"Go","continue","no","fries","A farmer fries the meat in the pan.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",132,"eng1q","noCS","sense","noCS_sense",5,"meat",484,4,121,"Go","continue","no","fries","A farmer fries the meat in the pan.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",132,"eng1q","noCS","sense","noCS_sense",6,"in",358,2,179,"Go","continue","no","fries","A farmer fries the meat in the pan.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",132,"eng1q","noCS","sense","noCS_sense",7,"the",175,3,58.33333333,"Go","continue","no","fries","A farmer fries the meat in the pan.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",132,"eng1q","noCS","sense","noCS_sense",8,"pan",979,3,326.3333333,"End","no","no","fries","A farmer fries the meat in the pan.",950.95,651.1257897,1953.377369,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",142,"eng3s","CS","sense","CS_sense",1,"A",318,1,318,"Go","continue","no","pours","A cousin pours the tinte sobre la cobija.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",142,"eng3s","CS","sense","CS_sense",2,"cousin",264,6,44,"Go","continue","no","pours","A cousin pours the tinte sobre la cobija.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",142,"eng3s","CS","sense","CS_sense",3,"pours",386,5,77.2,"Go","continue","no","pours","A cousin pours the tinte sobre la cobija.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",142,"eng3s","CS","sense","CS_sense",4,"the",409,3,136.3333333,"Go","continue","no","pours","A cousin pours the tinte sobre la cobija.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",142,"eng3s","CS","sense","CS_sense",5,"tinte",365,5,73,"Go","continue","no","pours","A cousin pours the tinte sobre la cobija.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",142,"eng3s","CS","sense","CS_sense",6,"sobre",561,5,112.2,"Go","continue","no","pours","A cousin pours the tinte sobre la cobija.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",142,"eng3s","CS","sense","CS_sense",7,"la",244,2,122,"Go","continue","no","pours","A cousin pours the tinte sobre la cobija.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",142,"eng3s","CS","sense","CS_sense",8,"cobija",3027,6,504.5,"End","no","no","pours","A cousin pours the tinte sobre la cobija.",950.95,651.1257897,1953.377369,"exclude",76.67,88.89,"Yes","high_proficiency",19.8678571428571
