"starting_lang","lang_switch","cs","sensical","condition","sentence_id","sentence","total_surprisal","word_no","word","tokenized_word","word_surprisal"
"English","English --> Spanish","CS","sense","CS_sense",16,"A salesman swallows a pastilla en la calle.",63.92076721,2," salesman"," salesman",11.221167
"English","English --> Spanish","CS","sense","CS_sense",16,"A salesman swallows a pastilla en la calle.",63.92076721,3," swallows"," swall_ows",12.97157194
"English","English --> Spanish","CS","sense","CS_sense",16,"A salesman swallows a pastilla en la calle.",63.92076721,4," a"," a",0.22987655
"English","English --> Spanish","CS","sense","CS_sense",16,"A salesman swallows a pastilla en la calle.",63.92076721,5," pastilla"," past_illa",17.915095
"English","English --> Spanish","CS","sense","CS_sense",16,"A salesman swallows a pastilla en la calle.",63.92076721,6," en"," en",11.915193
"English","English --> Spanish","CS","sense","CS_sense",16,"A salesman swallows a pastilla en la calle.",63.92076721,7," la"," la",3.350058
"English","English --> Spanish","CS","sense","CS_sense",16,"A salesman swallows a pastilla en la calle.",63.92076721,8," calle"," cal_le_.",6.31780572
"English","English --> Spanish","CS","sense","CS_sense",42,"The husband spills a sopa en la encimera.",64.78022519,2," husband"," husband",9.743252
"English","English --> Spanish","CS","sense","CS_sense",42,"The husband spills a sopa en la encimera.",64.78022519,3," spills"," spills",13.237694
"English","English --> Spanish","CS","sense","CS_sense",42,"The husband spills a sopa en la encimera.",64.78022519,4," a"," a",3.1825583
"English","English --> Spanish","CS","sense","CS_sense",42,"The husband spills a sopa en la encimera.",64.78022519,5," sopa"," s_opa",17.158278
"English","English --> Spanish","CS","sense","CS_sense",42,"The husband spills a sopa en la encimera.",64.78022519,6," en"," en",9.488376
"English","English --> Spanish","CS","sense","CS_sense",42,"The husband spills a sopa en la encimera.",64.78022519,7," la"," la",1.9105722
"English","English --> Spanish","CS","sense","CS_sense",42,"The husband spills a sopa en la encimera.",64.78022519,8," encimera"," enc_im_era_.",10.05949469
"English","English --> Spanish","CS","sense","CS_sense",46,"The raccoon consumes a pez en el arroyo.",77.00981045,2," raccoon"," rac_coon",11.8305819
"English","English --> Spanish","CS","sense","CS_sense",46,"The raccoon consumes a pez en el arroyo.",77.00981045,3," consumes"," consumes",11.849088
"English","English --> Spanish","CS","sense","CS_sense",46,"The raccoon consumes a pez en el arroyo.",77.00981045,4," a"," a",1.7589409
"English","English --> Spanish","CS","sense","CS_sense",46,"The raccoon consumes a pez en el arroyo.",77.00981045,5," pez"," pe_z",22.479776
"English","English --> Spanish","CS","sense","CS_sense",46,"The raccoon consumes a pez en el arroyo.",77.00981045,6," en"," en",14.936785
"English","English --> Spanish","CS","sense","CS_sense",46,"The raccoon consumes a pez en el arroyo.",77.00981045,7," el"," el",5.268734
"English","English --> Spanish","CS","sense","CS_sense",46,"The raccoon consumes a pez en el arroyo.",77.00981045,8," arroyo"," ar_roy_o_.",8.885904652
"English","English --> Spanish","CS","sense","CS_sense",50,"Mr. Smith devours the cena en su escritorio.",61.22443732,1,"",".",0.40576896
"English","English --> Spanish","CS","sense","CS_sense",50,"Mr. Smith devours the cena en su escritorio.",61.22443732,2," Smith"," Smith",4.3721156
"English","English --> Spanish","CS","sense","CS_sense",50,"Mr. Smith devours the cena en su escritorio.",61.22443732,3," devours"," dev_ours",15.81155
"English","English --> Spanish","CS","sense","CS_sense",50,"Mr. Smith devours the cena en su escritorio.",61.22443732,4," the"," the",1.7069699
"English","English --> Spanish","CS","sense","CS_sense",50,"Mr. Smith devours the cena en su escritorio.",61.22443732,5," cena"," c_ena",19.3243217
"English","English --> Spanish","CS","sense","CS_sense",50,"Mr. Smith devours the cena en su escritorio.",61.22443732,6," en"," en",8.493563
"English","English --> Spanish","CS","sense","CS_sense",50,"Mr. Smith devours the cena en su escritorio.",61.22443732,7," su"," su",2.956191
"English","English --> Spanish","CS","sense","CS_sense",50,"Mr. Smith devours the cena en su escritorio.",61.22443732,8," escritorio"," esc_rit_orio_.",8.153957163
"English","English --> Spanish","CS","sense","CS_sense",54,"Mrs. Torres sips the jugo en el salón.",57.00249075,1,"",".",0.22435063
