"starting_lang","lang_switch","cs","word_order","condition","mlwo","mlwo_condition","cwh","cwh_condition","sentence_id","sentence","total_surprisal","word_no","word","tokenized_word","word_surprisal"
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",6,"A doctor drinks the rojo vino en la acogida.",81.28001455,4," the"," the",3.859635
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",6,"A doctor drinks the rojo vino en la acogida.",81.28001455,5," rojo"," ro_jo",18.0209436
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",6,"A doctor drinks the rojo vino en la acogida.",81.28001455,6," vino"," v_ino",6.87618485
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",6,"A doctor drinks the rojo vino en la acogida.",81.28001455,7," en"," en",11.466523
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",6,"A doctor drinks the rojo vino en la acogida.",81.28001455,8," la"," la",0.8088163
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",6,"A doctor drinks the rojo vino en la acogida.",81.28001455,9," acogida"," ac_og_ida_.",18.8504888
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",10,"The host bakes the alemán pavo en la tarde.",76.02684532,2," host"," host",8.456118
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",10,"The host bakes the alemán pavo en la tarde.",76.02684532,3," bakes"," b_akes",14.1760414
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",10,"The host bakes the alemán pavo en la tarde.",76.02684532,4," the"," the",1.8709228
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",10,"The host bakes the alemán pavo en la tarde.",76.02684532,5," alemán"," a_lem_án",22.0535177
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",10,"The host bakes the alemán pavo en la tarde.",76.02684532,6," pavo"," pav_o",11.62859062
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",10,"The host bakes the alemán pavo en la tarde.",76.02684532,7," en"," en",9.647336
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",10,"The host bakes the alemán pavo en la tarde.",76.02684532,8," la"," la",2.2935965
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",10,"The host bakes the alemán pavo en la tarde.",76.02684532,9," tarde"," t_arde_.",5.9007223
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",14,"A grandfather sings an estadounidense canción en su jardín.",69.89946813,2," grandfather"," grandfather",11.971506
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",14,"A grandfather sings an estadounidense canción en su jardín.",69.89946813,3," sings"," sings",10.72626
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",14,"A grandfather sings an estadounidense canción en su jardín.",69.89946813,4," an"," an",4.486839
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",14,"A grandfather sings an estadounidense canción en su jardín.",69.89946813,5," estadounidense"," est_ad_oun_id_ense",21.73587595
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",14,"A grandfather sings an estadounidense canción en su jardín.",69.89946813,6," canción"," can_ci_ón",6.810329185
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",14,"A grandfather sings an estadounidense canción en su jardín.",69.89946813,7," en"," en",8.014061
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",14,"A grandfather sings an estadounidense canción en su jardín.",69.89946813,8," su"," su",2.5536454
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",14,"A grandfather sings an estadounidense canción en su jardín.",69.89946813,9," jardín"," j_ard_ín_.",3.600951599
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,1,"",".",1.533457
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,2," Jones"," Jones",5.5875673
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,3," inhales"," inh_ales",13.4541333
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,4," the"," the",2.579466
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,5," negro"," negro",15.849929
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,6," humo"," hum_o",13.7764743
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,7," en"," en",8.928505
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,8," el"," el",1.4735563
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",18,"Ms. Jones inhales the negro humo en el campamento.",72.75158199,9," campamento"," camp_ament_o_.",9.568493791
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",41,"A cousin pours the verde tinte sobre la cobija.",85.02400049,2," cousin"," cousin",10.580179
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",41,"A cousin pours the verde tinte sobre la cobija.",85.02400049,3," pours"," p_ours",15.0871054
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",41,"A cousin pours the verde tinte sobre la cobija.",85.02400049,4," the"," the",3.1199965
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",41,"A cousin pours the verde tinte sobre la cobija.",85.02400049,5," verde"," ver_de",16.697751
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",41,"A cousin pours the verde tinte sobre la cobija.",85.02400049,6," tinte"," tint_e",15.3336
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",41,"A cousin pours the verde tinte sobre la cobija.",85.02400049,7," sobre"," so_bre",12.3091684
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",41,"A cousin pours the verde tinte sobre la cobija.",85.02400049,8," la"," la",1.4344794
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",41,"A cousin pours the verde tinte sobre la cobija.",85.02400049,9," cobija"," cob_ija_.",10.46172079
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",45,"A guest dances an alemán vals en la fiesta.",68.40105195,2," guest"," guest",9.634386
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",45,"A guest dances an alemán vals en la fiesta.",68.40105195,3," dances"," dances",11.154758
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",45,"A guest dances an alemán vals en la fiesta.",68.40105195,4," an"," an",6.907171
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",45,"A guest dances an alemán vals en la fiesta.",68.40105195,5," alemán"," a_lem_án",15.2896277
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",45,"A guest dances an alemán vals en la fiesta.",68.40105195,6," vals"," v_als",12.18107001
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",45,"A guest dances an alemán vals en la fiesta.",68.40105195,7," en"," en",10.882269
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",45,"A guest dances an alemán vals en la fiesta.",68.40105195,8," la"," la",1.5365535
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",45,"A guest dances an alemán vals en la fiesta.",68.40105195,9," fiesta"," f_iesta_.",0.815216739
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",49,"A salesman swallows a blanca pastilla en la calle.",74.04555018,2," salesman"," salesman",11.220894
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",49,"A salesman swallows a blanca pastilla en la calle.",74.04555018,3," swallows"," swall_ows",12.97131082
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",49,"A salesman swallows a blanca pastilla en la calle.",74.04555018,4," a"," a",0.22800353
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",49,"A salesman swallows a blanca pastilla en la calle.",74.04555018,5," blanca"," bl_anca",20.8474615
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",49,"A salesman swallows a blanca pastilla en la calle.",74.04555018,6," pastilla"," past_illa",10.56016977
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",49,"A salesman swallows a blanca pastilla en la calle.",74.04555018,7," en"," en",11.224512
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",49,"A salesman swallows a blanca pastilla en la calle.",74.04555018,8," la"," la",1.8139697
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",49,"A salesman swallows a blanca pastilla en la calle.",74.04555018,9," calle"," cal_le_.",5.179228853
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",53,"A child reads a roja revista durante la clase.",69.66120017,2," child"," child",8.635931
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",53,"A child reads a roja revista durante la clase.",69.66120017,3," reads"," reads",8.212838
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",53,"A child reads a roja revista durante la clase.",69.66120017,4," a"," a",0.8561638
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",53,"A child reads a roja revista durante la clase.",69.66120017,5," roja"," ro_ja",22.739643
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",53,"A child reads a roja revista durante la clase.",69.66120017,6," revista"," rev_ista",13.89354269
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",53,"A child reads a roja revista durante la clase.",69.66120017,7," durante"," dur_ante",11.50326418
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",53,"A child reads a roja revista durante la clase.",69.66120017,8," la"," la",1.3503149
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",53,"A child reads a roja revista durante la clase.",69.66120017,9," clase"," cl_ase_.",2.469502594
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",57,"A runner chugs the estadounidense agua en la pista.",70.17012238,2," runner"," runner",10.796876
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",57,"A runner chugs the estadounidense agua en la pista.",70.17012238,3," chugs"," ch_ugs",11.3132464
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",57,"A runner chugs the estadounidense agua en la pista.",70.17012238,4," the"," the",5.200199
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",57,"A runner chugs the estadounidense agua en la pista.",70.17012238,5," estadounidense"," est_ad_oun_id_ense",25.68904621
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",57,"A runner chugs the estadounidense agua en la pista.",70.17012238,6," agua"," ag_ua",5.75109377
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",57,"A runner chugs the estadounidense agua en la pista.",70.17012238,7," en"," en",6.540799
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",57,"A runner chugs the estadounidense agua en la pista.",70.17012238,8," la"," la",1.5619342
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",57,"A runner chugs the estadounidense agua en la pista.",70.17012238,9," pista"," pist_a_.",3.3169278
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,1,"",".",0.2243728
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,2," Torres"," Torres",10.177761
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,3," sips"," s_ips",13.2697465
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,4," the"," the",4.395622
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,5," verde"," ver_de",14.2574332
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,6," jugo"," jug_o",11.33566681
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,7," en"," en",6.930839
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,8," el"," el",2.0954406
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",80,"Mrs. Torres sips the verde jugo en el salón.",67.84989912,9," salón"," sal_ón_.",5.163017203
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",84,"The raccoon consumes a blanco pez en el arroyo.",75.53544522,2," raccoon"," rac_coon",11.8299555
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",84,"The raccoon consumes a blanco pez en el arroyo.",75.53544522,3," consumes"," consumes",11.848116
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",84,"The raccoon consumes a blanco pez en el arroyo.",75.53544522,4," a"," a",1.7625318
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",84,"The raccoon consumes a blanco pez en el arroyo.",75.53544522,5," blanco"," bl_anco",21.115997
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",84,"The raccoon consumes a blanco pez en el arroyo.",75.53544522,6," pez"," pe_z",13.7590657
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",84,"The raccoon consumes a blanco pez en el arroyo.",75.53544522,7," en"," en",11.00983
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",84,"The raccoon consumes a blanco pez en el arroyo.",75.53544522,8," el"," el",1.5080798
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",84,"The raccoon consumes a blanco pez en el arroyo.",75.53544522,9," arroyo"," ar_roy_o_.",2.701869425
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,1,"",".",0.40576896
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,2," Ortiz"," Ortiz",9.847652
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,3," writes"," writes",9.344162
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,4," the"," the",4.0067663
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,5," estadounidense"," est_ad_oun_id_ense",18.9123228
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,6," libro"," lib_ro",9.1238672
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,7," en"," en",6.221923
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,8," la"," la",2.566467
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",88,"Mr. Ortiz writes the estadounidense libro en la biblioteca.",62.90786318,9," biblioteca"," b_ibli_ot_eca_.",2.478933923
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,1,"",".",0.40576896
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,2," Smith"," Smith",4.3721156
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,3," devours"," dev_ours",15.81155
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,4," the"," the",1.7069699
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,5," alemana"," ale_man_a",26.73448
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,6," cena"," c_ena",16.835471
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,7," en"," en",8.125011
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,8," su"," su",1.7436205
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",92,"Mr. Smith devours the alemana cena en su escritorio.",84.85587207,9," escritorio"," esc_rit_orio_.",9.120885108
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",96,"The husband spills an amarillo sopa en la encimera.",68.98026855,2," husband"," husband",9.7432
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",96,"The husband spills an amarillo sopa en la encimera.",68.98026855,3," spills"," spills",13.242271
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",96,"The husband spills an amarillo sopa en la encimera.",68.98026855,4," an"," an",6.6009245
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",96,"The husband spills an amarillo sopa en la encimera.",68.98026855,5," amarillo"," am_ar_illo",15.700256
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",96,"The husband spills an amarillo sopa en la encimera.",68.98026855,6," sopa"," s_opa",9.0850896
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",96,"The husband spills an amarillo sopa en la encimera.",68.98026855,7," en"," en",7.0317736
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",96,"The husband spills an amarillo sopa en la encimera.",68.98026855,8," la"," la",0.39857405
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",96,"The husband spills an amarillo sopa en la encimera.",68.98026855,9," encimera"," enc_im_era_.",7.178179804
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",123,"A butcher fries the roja carne con el pimiento.",80.54216778,2," butcher"," butcher",13.528303
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",123,"A butcher fries the roja carne con el pimiento.",80.54216778,3," fries"," fries",11.350108
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",123,"A butcher fries the roja carne con el pimiento.",80.54216778,4," the"," the",4.4942718
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",123,"A butcher fries the roja carne con el pimiento.",80.54216778,5," roja"," ro_ja",20.831827
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",123,"A butcher fries the roja carne con el pimiento.",80.54216778,6," carne"," car_ne",10.80240538
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",123,"A butcher fries the roja carne con el pimiento.",80.54216778,7," con"," con",5.879654
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",123,"A butcher fries the roja carne con el pimiento.",80.54216778,8," el"," el",6.7951164
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",123,"A butcher fries the roja carne con el pimiento.",80.54216778,9," pimiento"," pim_ient_o_.",6.860482205
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",127,"The hiker cooks a blanco pollo en el fuego.",61.92408953,2," hiker"," h_iker",11.5814068
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",127,"The hiker cooks a blanco pollo en el fuego.",61.92408953,3," cooks"," cooks",11.235193
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",127,"The hiker cooks a blanco pollo en el fuego.",61.92408953,4," a"," a",1.4903083
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",127,"The hiker cooks a blanco pollo en el fuego.",61.92408953,5," blanco"," bl_anco",19.30269
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",127,"The hiker cooks a blanco pollo en el fuego.",61.92408953,6," pollo"," poll_o",7.089607077
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",127,"The hiker cooks a blanco pollo en el fuego.",61.92408953,7," en"," en",4.3842115
"English","English --> Spanish","CS","AdjN","CS_AdjN","MLWO","CS_MLWO","notCWH","CS_notCWH",127,"The hiker cooks a blanco pollo en el fuego.",61.92408953,8," el"," el",5.0108666
